scorer,,,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
labeled-data,1639767318-left,img472.png,1226.6823990514458,695.7285172254794,1223.4952572294314,645.7966286805878,1223.4952572294314,597.9895013503724,,,,,,,1466.7804163098613,621.361874711811,1449.7823265924512,661.7323377906596,1433.8466174823793,708.4770845135369,547.8211909623872,310.0843567617418,605.1897437586456,435.4452684276399,647.6849680521705,557.6190382715238,503.20120545418615,54.05063039325478,541.4469073183584,116.73108622620384,571.1935643238259,201.72153481325358
labeled-data,1639767318-left,img473.png,1227.744779658784,698.9156590474937,1225.6200184441077,652.1709123246163,1221.3704960147552,607.5509268164154,,,,,,,1471.0299387392133,621.361874711811,1456.15661023648,662.7947183979977,1433.8466174823793,703.1651814768462,535.0726236743297,306.8972149397274,609.4392661879981,439.6947908569924,660.4335353402279,544.8704709834664,503.20120545418615,42.3644437125356,542.5092879256965,108.23204136749905,566.9440418944733,201.72153481325358
labeled-data,1639767318-left,img483.png,1223.4952572294314,696.7908978328176,1225.6200184441077,653.2332929319546,1223.4952572294314,607.5509268164154,,,,,,,1471.0299387392133,618.1747328897966,1450.8447071997894,665.981860220012,1433.8466174823793,703.1651814768462,544.6340491403728,309.02197615440366,608.37688558066,441.8195520716687,650.8721098741848,556.5566576641856,502.138824846848,57.23777221526916,542.5092879256965,119.91822804821823,564.8192806797971,198.5343929912392
labeled-data,1639767318-left,img486.png,1227.744779658784,696.7908978328176,1226.6823990514458,650.0461511099402,1223.4952572294314,606.4885462090773,,,,,,,1471.0299387392133,620.2994941044728,1454.0318490218037,663.8570990053358,1433.8466174823793,703.1651814768462,532.9478624596535,304.77245372505115,600.9402213292932,434.3828878203018,648.7473486595086,559.7437994862,505.3259666688624,55.113011000592905,542.5092879256965,117.79346683354197,566.9440418944733,205.9710572426061
labeled-data,1639767318-left,img502.png,1113.007674066267,695.7285172254794,,,,,,,,,,,1469.9675581318756,622.4242553191491,1454.0318490218037,668.1066214346882,1437.0337593043937,703.1651814768462,538.2597654963441,309.02197615440366,603.0649825439694,431.1957459982875,654.0592516961992,556.5566576641856,497.8893024174955,51.92586917857852,536.1350042816679,118.8558474408801,565.8816612871352,205.9710572426061
labeled-data,1639767318-left,img509.png,1021.6429418351887,698.9156590474937,,,,,,,,,,,1464.655655095185,620.2994941044728,1448.719945985113,664.9194796126739,1433.8466174823793,709.539465120875,540.3845267110203,305.8348343323893,605.1897437586456,433.3205072129638,651.934490481523,553.3695158421713,501.0764442395099,55.113011000592905,545.6964297477109,110.3568025821753,569.0688031091496,202.7839154205917
labeled-data,1639767318-left,img513.png,927.091067782096,701.04042026217,,,,,,,,,,,1471.0299387392133,621.361874711811,1450.8447071997894,664.9194796126739,1430.659475660365,704.2275620841843,540.3845267110203,309.02197615440366,604.1273631513076,432.25812660562565,652.9968710888611,557.6190382715238,503.20120545418615,56.17539160793103,542.5092879256965,125.23013108490886,568.0064225018115,198.5343929912392
labeled-data,1639767318-left,img515.png,920.7167841380673,711.6642263355512,,,,,,,,,,,1468.9051775245375,621.361874711811,1454.0318490218037,662.7947183979977,1431.721856267703,704.2275620841843,540.3845267110203,309.02197615440366,599.8778407219551,435.4452684276399,654.0592516961992,558.6814188788619,500.01406363217177,48.73872735656414,538.2597654963441,111.41918318951343,566.9440418944733,198.5343929912392
labeled-data,1639767318-left,img525.png,921.7791647454054,765.8456373097954,,,,,,,,,,,1471.0299387392133,620.2994941044728,1452.9694684144656,661.7323377906596,1432.7842368750412,705.2899426915225,539.3221461036821,305.8348343323893,600.9402213292932,432.25812660562565,659.3711547328897,554.4318964495094,503.20120545418615,52.98824978591665,545.6964297477109,118.8558474408801,569.0688031091496,202.7839154205917
labeled-data,1639767318-left,img526.png,923.9039259600817,765.8456373097954,,,,,,,,,,,1465.7180357025231,623.4866359264872,1447.657565377775,665.981860220012,1432.7842368750412,706.3523232988606,536.1350042816679,306.8972149397274,608.37688558066,438.6324102496543,660.4335353402279,559.7437994862,498.95168302483364,51.92586917857852,548.8835715697253,127.35489229958512,569.0688031091496,204.90867663526797
labeled-data,1639767318-left,img537.png,923.9039259600817,762.658495487781,,,,,,,,,,,1467.8427969171994,623.4866359264872,1451.9070878071275,663.8570990053358,1434.9089980897174,701.04042026217,540.3845267110203,313.27149858375617,597.7530795072788,437.5700296423162,651.934490481523,557.6190382715238,502.138824846848,56.17539160793103,540.3845267110203,120.98060865555635,565.8816612871352,204.90867663526797
labeled-data,1639767318-left,img544.png,918.592022923391,760.5337342731048,,,,,,,,,,,1469.9675581318756,622.4242553191491,1448.719945985113,662.7947183979977,1432.7842368750412,704.2275620841843,541.4469073183584,309.02197615440366,604.1273631513076,426.946223568935,652.9968710888611,557.6190382715238,508.5131084908767,56.17539160793103,541.4469073183584,115.66870561886572,568.0064225018115,201.72153481325358
labeled-data,1639767318-left,img545.png,918.592022923391,761.5961148804429,,,,,,,,,,,1466.7804163098613,622.4242553191491,1449.7823265924512,662.7947183979977,1432.7842368750412,703.1651814768462,532.9478624596535,311.1467373690799,605.1897437586456,436.50764903497804,650.8721098741848,555.4942770568475,500.01406363217177,58.30015282260729,543.5716685330347,123.10536987023261,570.1311837164877,204.90867663526797
labeled-data,1639767318-left,img549.png,918.592022923391,764.7832567024573,,,,,,,,,,,1466.7804163098613,624.5490165338254,1448.719945985113,660.6699571833215,1433.8466174823793,701.04042026217,545.6964297477109,305.8348343323893,605.1897437586456,432.25812660562565,659.3711547328897,555.4942770568475,509.5754890982148,56.17539160793103,549.9459521770634,123.10536987023261,571.1935643238259,200.65915420591546
labeled-data,1639767318-left,img552.png,918.592022923391,760.5337342731048,,,,,,,,,,,1472.0923193465514,622.4242553191491,1451.9070878071275,662.7947183979977,1433.8466174823793,702.1028008695081,539.3221461036821,306.8972149397274,605.1897437586456,430.1333653909494,652.9968710888611,553.3695158421713,501.0764442395099,51.92586917857852,542.5092879256965,119.91822804821823,568.0064225018115,203.84629602792984
labeled-data,1639767318-left,img556.png,918.592022923391,761.5961148804429,,,,,,,,,,,1464.655655095185,624.5490165338254,1450.8447071997894,663.8570990053358,1433.8466174823793,704.2275620841843,540.3845267110203,307.95959554706553,604.1273631513076,436.50764903497804,658.3087741255516,559.7437994862,501.0764442395099,54.05063039325478,543.5716685330347,125.23013108490886,570.1311837164877,209.15819906462048
labeled-data,1639767318-left,img557.png,917.5296423160529,764.7832567024573,,,,,,,,,,,1471.0299387392133,620.2994941044728,1452.9694684144656,661.7323377906596,1433.8466174823793,704.2275620841843,542.5092879256966,312.20911797641804,600.9402213292932,433.3205072129638,652.9968710888611,556.5566576641856,502.138824846848,52.98824978591665,539.3221461036821,119.91822804821823,565.8816612871352,207.03343784994422
labeled-data,1639767318-left,img562.png,915.4048811013766,765.8456373097954,921.7791647454054,708.4770845135369,928.1534483894342,668.1066214346882,,,,,,,1468.9051775245375,621.361874711811,1448.719945985113,662.7947183979977,1432.7842368750412,703.1651814768462,539.3221461036821,310.0843567617418,604.1273631513076,445.00669389368306,654.0592516961992,558.6814188788619,506.3883472762004,52.98824978591665,544.6340491403728,122.04298926289448,566.9440418944733,203.84629602792984
labeled-data,1639767318-left,img567.png,915.4048811013766,765.8456373097954,926.0286871747579,710.6018457282131,929.2158289967723,664.9194796126739,,,,,,,1469.9675581318756,622.4242553191491,1451.9070878071275,663.8570990053358,1431.721856267703,702.1028008695081,530.8231012449772,302.6476925103749,604.1273631513076,434.3828878203018,658.3087741255516,558.6814188788619,506.3883472762004,55.113011000592905,545.6964297477109,118.8558474408801,566.9440418944733,203.84629602792984
labeled-data,1639767318-left,img569.png,917.5296423160529,760.5337342731048,924.9663065674198,707.4147039061987,931.3405902114486,664.9194796126739,,,,,,,1469.9675581318756,622.4242553191491,1452.9694684144656,659.6075765759833,1433.8466174823793,701.04042026217,543.5716685330347,307.95959554706553,603.0649825439694,430.1333653909494,650.8721098741848,555.4942770568475,502.138824846848,54.05063039325478,541.4469073183584,118.8558474408801,569.0688031091496,203.84629602792984
labeled-data,1639767318-left,img570.png,918.592022923391,760.5337342731048,927.091067782096,710.6018457282131,934.5277320334629,665.981860220012,,,,,,,1469.9675581318756,619.2371134971347,1447.657565377775,664.9194796126739,1433.8466174823793,703.1651814768462,537.197384889006,307.95959554706553,606.2521243659837,435.4452684276399,652.9968710888611,553.3695158421713,503.20120545418615,52.98824978591665,546.758810355049,117.79346683354197,569.0688031091496,204.90867663526797
labeled-data,1639767318-left,img573.png,920.7167841380673,762.658495487781,927.091067782096,710.6018457282131,928.1534483894342,662.7947183979977,,,,,,,1466.7804163098613,619.2371134971347,1451.9070878071275,662.7947183979977,1438.0961399117318,703.1651814768462,543.5716685330347,304.77245372505115,603.0649825439694,437.5700296423162,656.1840129108754,558.6814188788619,498.95168302483364,48.73872735656414,549.9459521770634,122.04298926289448,569.0688031091496,208.09581845728235
